"Trade ID";"Status";"Counterparty";"Timestamp";"B/S";"Instrument";"Tenor";"Price";"CommissionPriceShift (pts)";"Value Date 1";"First Rate";"Amount";"Contra Amount";"Value Date 2";"Second Amount";"Second Contra Amount";"Base Quantity";"Source Name";"Trader";"Account";"Counterparty Trader";"Counterparty Account";"Type";"Comment";"Reference ID";"Order ID";"Operation ID";"Operation Level";"External";"Ext Order Id";"Ext Exec Id";"Ext Client Id";"Responsible";"Initiator Id";"Initiator";"Send to STP";"Send to STP(Removed)"
"14052563";"0";"REBM";"2019.04.17 12:05:14.036";"Sell";"EURUSD";"TOM";"1.13097";"";"2019.04.18";"";"65000";"73513.05";"";"";"";"true";"Executor_ALFA FX MSK T/O free";"AlfaBankExecutor";"AlfaBankExecutor";"REBM_OM";"RosEuroBank (Sovkom)";"Exchange";"";"";"8e501f43-bc81-4c50-8bce-e75d935314e7";"a971f7db-df30-4b40-bbcc-6002a52f032d";"0";"true";"";"";"";"";"1333";"REBM_OM";"true";""
"14052565";"0";"REBM";"2019.04.17 12:05:14.155";"Sell";"EURUSD";"TOM";"1.13097";"";"2019.04.18";"";"74000";"83691.78";"";"";"";"true";"Executor_ALFA FX MSK T/O free";"AlfaBankExecutor";"AlfaBankExecutor";"REBM_OM";"RosEuroBank (Sovkom)";"Exchange";"";"";"91f45436-4405-4151-8d7d-1e3ebf692488";"5e125e2b-66ff-4a1b-af9d-a0460333f35b";"0";"true";"";"";"";"";"1333";"REBM_OM";"true";""
"14052601";"0";"GOUK";"2019.04.17 12:05:45.366";"Sell";"GBPUSD";"SPOT";"1.30454";"";"2019.04.23";"";"500000";"652270";"";"";"";"true";"GoldmanSachsLnd";"ALFN_AggregatorCoverer";"ALFN_AggregatorCoverer";"ALFN_GoldmanSachsLP";"ALFN_GoldmanSachsLP";"Exchange";"";"";"a5d1d8bb-d47e-4012-ab88-4650b54e55d5";"f52445ac-a640-40e0-8c2a-20af0a98b6bd";"2";"true";"ALBKN063S0QW7QGT3J";"ALBKN063S0QW7QGT3J";"";"";"1288";"ABOT_AGR2_OM";"true";""
"14052603";"0";"GOUK";"2019.04.17 12:05:45.458";"Sell";"GBPUSD";"SPOT";"1.30454";"";"2019.04.23";"";"500000";"652270";"";"";"";"true";"GoldmanSachsLnd";"ALFN_AggregatorCoverer";"ALFN_AggregatorCoverer";"ALFN_GoldmanSachsLP";"ALFN_GoldmanSachsLP";"Exchange";"";"";"3b6edfea-ec3e-4a50-bd8e-70b5eb8f9fa7";"f52445ac-a640-40e0-8c2a-20af0a98b6bd";"2";"true";"ALBKN063S0QW7QGT3K";"ALBKN063S0QW7QGT3K";"";"";"1288";"ABOT_AGR2_OM";"true";""
"14052605";"0";"RONI";"2019.04.17 12:06:00.194";"Sell";"GBPUSD";"SPOT";"1.3046861";"";"2019.04.23";"";"500000";"652343.05";"";"";"";"true";"Executor_ALGO_Pos";"ALFN_OmegExecutor";"ALFN_OmegExecutor";"RONI01_00_OM";"Ronin Europe LTD Ldn";"Exchange";"";"";"8008b129-ccdd-4f5e-a4c7-734fe5614758";"8e4ca34d-5774-4517-9533-02db5ded9e55";"0";"true";"";"";"";"";"2259";"RONI01_00_OM";"true";""
"14052611";"0";"CATX";"2019.04.17 12:06:02.909";"Sell";"EURUSD";"SPOT";"1.13157";"";"2019.04.23";"";"250000";"282892.5";"";"";"";"true";"Executor_Chartex PK";"AlfaBankExecutor";"AlfaBankExecutor";"CATX00_09_OM";"Chartex Sales Ltd (ALGO)";"Exchange";"";"";"15e6a561-3218-46e5-bb47-f93da2d4d0c6";"81ec174f-6ab1-4269-9638-c71da1456ae6";"0";"true";"";"";"";"";"2080";"CATX00_09_OM";"true";""
"14052614";"0";"RZBM";"2019.04.17 12:06:02.965";"Sell";"USDRUB";"TOM";"63.941";"";"2019.04.18";"";"100000";"6394100";"";"";"";"true";"Matching";"AlfaBankSystem";"AlfaBank";"RZBM01_00OM";"Raiffeisen Bank ZAO (ECN)";"Exchange";"";"";"d2c82812-c4b3-4b7d-9020-a5ff54005d13";"53f555a4-623b-4d02-8cae-96fa55efe926";"0";"true";"";"";"";"";"2690";"RZBM01_00OM";"true";""
"14052616";"0";"RZBM";"2019.04.17 12:06:02.968";"Sell";"USDRUB";"TOM";"63.942";"";"2019.04.18";"";"400000";"25576800";"";"";"";"true";"Matching";"AlfaBankSystem";"AlfaBank";"RZBM01_00OM";"Raiffeisen Bank ZAO (ECN)";"Exchange";"";"";"5a842c9e-7bb6-4510-9ca5-12b310ea72d3";"2cceebde-6f94-48ee-bd09-f7ca3a94dee3";"0";"true";"";"";"";"";"2690";"RZBM01_00OM";"true";""
"14052621";"0";"CATX";"2019.04.17 12:06:07.403";"Sell";"EURUSD";"SPOT";"1.13153";"";"2019.04.23";"";"15000";"16972.95";"";"";"";"true";"Executor_Chartex PK";"AlfaBankExecutor";"AlfaBankExecutor";"CATX00_06_OM";"Chartex Sales Ltd (ALGO)";"Exchange";"";"";"a02b409e-8c6b-424f-8ce6-68f7d06eb5a5";"4b7668d7-b8d8-480e-ae19-ea3aa907d43e";"0";"true";"";"";"";"";"2077";"CATX00_06_OM";"true";""
"14052624";"0";"CATX";"2019.04.17 12:06:07.740";"Sell";"USDRUB";"TOM";"63.9355";"";"2019.04.18";"";"250000";"15983875";"";"";"";"true";"Matching";"AlfaBankSystem";"AlfaBank";"CATX01_12_OM";"Chartex Sales (ALGO) ECN";"Exchange";"";"";"42f2863b-6e7c-4515-8283-7105265b3056";"9ae943b1-ed75-4ae3-bd60-e3125918bff3";"0";"true";"";"";"";"";"5078";"CATX01_12_OM";"true";""
"14052625";"0";"CATX";"2019.04.17 12:06:08.220";"Sell";"EURUSD";"SPOT";"1.13153";"";"2019.04.23";"";"62000";"70154.86";"";"";"";"true";"Executor_Chartex PK";"AlfaBankExecutor";"AlfaBankExecutor";"CATX00_06_OM";"Chartex Sales Ltd (ALGO)";"Exchange";"";"";"f5ca5eba-3aed-4a46-b864-5aa26f2f63b6";"a4b3401c-0f80-4bc0-8909-f3b48efd4b83";"0";"true";"";"";"";"";"2077";"CATX00_06_OM";"true";""
"14052627";"0";"BIBK";"2019.04.17 12:06:08.243";"Sell";"EURUSD";"SPOT";"1.13153";"";"2019.04.23";"";"25000";"28288.25";"";"";"";"true";"Executor_ALFA FX";"AlfaBankExecutor";"AlfaBankExecutor";"BIBK2";"BaikalInvest Bank";"Exchange";"";"";"0054dd5a-db0d-4dc0-b0e1-c3f0f118c251";"4365bb41-f4ba-475a-8380-cc6fa4a5be1d";"0";"true";"";"";"";"";"959";"BIBK2";"true";""
"14052629";"0";"CATX";"2019.04.17 12:06:08.395";"Sell";"EURUSD";"SPOT";"1.13153";"";"2019.04.23";"";"93000";"105232.29";"";"";"";"true";"Executor_Chartex PK";"AlfaBankExecutor";"AlfaBankExecutor";"CATX00_06_OM";"Chartex Sales Ltd (ALGO)";"Exchange";"";"";"a16c5ffc-352e-4ed3-8161-9f668544c0af";"5a1c4e26-967a-4916-8e99-110b122e85c6";"0";"true";"";"";"";"";"2077";"CATX00_06_OM";"true";""
"14052631";"0";"RONI";"2019.04.17 12:06:08.438";"Sell";"USDRUB";"TOM";"63.9393788";"";"2019.04.18";"";"1000000";"63939378.8";"";"";"";"true";"Executor_ALGO_Pos";"ALFN_OmegExecutor";"ALFN_OmegExecutor";"RONI01_00_OM";"Ronin Europe LTD Ldn";"Exchange";"";"";"25ce317c-046e-4e9b-94de-5c434275bbfc";"f75d8813-4b51-4296-94bc-3588a6a08fc2";"0";"true";"";"";"";"";"2259";"RONI01_00_OM";"true";""
"14052633";"0";"ALFN";"2019.04.17 12:06:08.732";"Sell";"USDRUB";"TOM";"63.94";"";"2019.04.18";"";"154923";"9905776.62";"";"";"";"true";"Matching";"AlfaBankSystem";"AlfaBank";"ALFN03_00_OM";"XRDealer(ECN)";"Exchange";"";"";"0e70b40b-0563-49da-86da-5d69033ecbea";"24af80df-35fa-49c4-b8ef-f693280fdf05";"0";"true";"";"";"";"";"4292";"ALFN03_00_OM";"true";""
"14052635";"0";"REBM";"2019.04.17 12:06:08.738";"Sell";"EURUSD";"TOM";"1.13106";"";"2019.04.18";"";"199000";"225080.94";"";"";"";"true";"Executor_ALFA FX MSK T/O free";"AlfaBankExecutor";"AlfaBankExecutor";"REBM_OM";"RosEuroBank (Sovkom)";"Exchange";"";"";"8c3510af-2c0c-4488-ac91-8da9649f106c";"db313ee6-51bd-4f0d-b036-c28aa03ea316";"0";"true";"";"";"";"";"1333";"REBM_OM";"true";""
"14052641";"0";"ALFN";"2019.04.17 12:06:09.507";"Sell";"USDRUB";"TOM";"63.94";"";"2019.04.18";"";"250000";"15985000";"";"";"";"true";"Matching";"AlfaBankSystem";"AlfaBank";"ALFN03_00_OM";"XRDealer(ECN)";"Exchange";"";"";"c8d581bb-11c0-40b9-b1a8-7e68e82179ad";"2f3f5e27-c7c0-4050-a60f-c4dd98a49ecf";"0";"true";"";"";"";"";"4292";"ALFN03_00_OM";"true";""
"14052648";"0";"CATX";"2019.04.17 12:06:13.110";"Sell";"USDRUB";"TOM";"63.943";"";"2019.04.18";"";"250000";"15985750";"";"";"";"true";"Matching";"AlfaBankSystem";"AlfaBank";"CATX01_12_OM";"Chartex Sales (ALGO) ECN";"Exchange";"";"";"3ff8a1e2-1337-4af0-8256-afd4213a8afd";"993873ef-a249-4b6c-bda5-c880c7659ff9";"0";"true";"";"";"";"";"5078";"CATX01_12_OM";"true";""
"14052658";"0";"Nomura";"2019.04.17 12:06:17.683";"Sell";"GBPUSD";"SPOT";"1.30445";"";"2019.04.23";"";"500000";"652225";"";"";"";"true";"NomuraLnd";"ALFN_AggregatorCoverer";"ALFN_AggregatorCoverer";"ALFN_NomuraLP";"ALFN_NomuraLP";"Exchange";"";"";"8b2e6228-a78e-463d-a805-0f17ef1935fe";"8a5d1842-141f-49db-9538-905c39bd201f";"2";"true";"281-107-a86be5d3bf0af49f2e8ac83e0f7b6";"281-107-a86be5d3bf0af49f2e8ac83e0f7b6-F";"";"";"1288";"ABOT_AGR2_OM";"true";""
"14052660";"0";"CSOL";"2019.04.17 12:06:17.706";"Sell";"GBPUSD";"SPOT";"1.30446";"";"2019.04.23";"";"500000";"652230";"";"";"";"true";"CreditSuisseLnd";"ALFN_AggregatorCoverer";"ALFN_AggregatorCoverer";"ALFN_CreditSuisseLP";"ALFN_CreditSuisseLP";"Exchange";"";"";"93826080-3596-4457-8bae-2107bd733326";"8a5d1842-141f-49db-9538-905c39bd201f";"2";"true";"301fe7eab1e50658519c2d06037d2";"301fe7eab1e50658519c2d06037d2";"";"";"1288";"ABOT_AGR2_OM";"true";""
"14052662";"0";"CATX";"2019.04.17 12:06:18.732";"Sell";"EURUSD";"SPOT";"1.13153";"";"2019.04.23";"";"101000";"114284.53";"";"";"";"true";"Executor_Chartex PK";"AlfaBankExecutor";"AlfaBankExecutor";"CATX00_10_OM";"Chartex Sales Ltd (ALGO)";"Exchange";"";"";"e0aeb61f-0675-414f-bccd-d5df1fd26190";"8e51284c-2fbb-4cb2-8bfb-6ccc2843bd32";"0";"true";"";"";"";"";"2091";"CATX00_10_OM";"true";""
"14052664";"0";"CATX";"2019.04.17 12:06:18.733";"Sell";"USDRUB";"TOM";"63.945";"";"2019.04.18";"";"81000";"5179545";"";"";"";"true";"Executor_Chartex PK";"AlfaBankExecutor";"AlfaBankExecutor";"CATX00_14_OM";"Chartex Sales Ltd (ALGO)";"Exchange";"";"";"b33828a0-9896-4188-8336-6d3bed3e95e4";"ca4d0251-249f-4966-895c-a62faad04d38";"0";"true";"";"";"";"";"2095";"CATX00_14_OM";"true";""
"14052666";"0";"CATX";"2019.04.17 12:06:18.733";"Sell";"EURUSD";"SPOT";"1.13155";"";"2019.04.23";"";"72000";"81471.6";"";"";"";"true";"Executor_Chartex PK";"AlfaBankExecutor";"AlfaBankExecutor";"CATX00_14_OM";"Chartex Sales Ltd (ALGO)";"Exchange";"";"";"0b5ade18-8462-4f42-88d7-30ae85facfc0";"d44920bd-e1b1-49a9-be81-222ad7ba2167";"0";"true";"";"";"";"";"2095";"CATX00_14_OM";"true";""
"14052669";"0";"JPML";"2019.04.17 12:06:20.695";"Sell";"GBPUSD";"SPOT";"1.30445";"";"2019.04.23";"";"1000000";"1304450";"";"";"";"true";"JPMorganLnd";"ALFN_AggregatorCoverer";"ALFN_AggregatorCoverer";"ALFN_JPMorganLP";"ALFN_JPMorganLP";"Exchange";"";"";"e1285bf3-17fe-416b-8b61-5d605bcb93eb";"116a83fc-12da-4786-9a3c-99a5f6000dda";"2";"true";"AERucCmDwEelmT6pMThRQBA";"AERucCmDwEelmT6pMThRQBA";"";"";"1288";"ABOT_AGR2_OM";"true";""
"14052674";"0";"ALFN";"2019.04.17 12:06:21.780";"Sell";"USDRUB";"TOM";"63.9425";"";"2019.04.18";"";"100000";"6394250";"";"";"";"true";"Matching";"AlfaBankSystem";"AlfaBank";"ALFN03_00_OM";"XRDealer(ECN)";"Exchange";"";"";"e7764e6f-89ae-4fe2-ae39-723247325201";"1aecb8d5-b354-4200-81c5-94ccff209fd2";"0";"true";"";"";"";"";"4292";"ALFN03_00_OM";"true";""
"14052677";"0";"MMVB";"2019.04.17 12:06:21.000";"Sell";"USDRUB";"TOM";"63.945";"-0.0703395";"2019.04.18";"";"100000";"6394500";"";"";"";"true";"Moex";"ALFN_AggregatorCoverer";"ALFN_AggregatorCoverer";"ALFN_MoexLP";"ALFN_MoexLP";"Exchange";"";"";"4782186a-fba8-4255-ac7c-fcccd432b82b";"e23f16fc-188c-4963-ba86-022e9e22f0dd";"2";"true";"18580033457";"193689384|S|120621";"";"";"1288";"ABOT_AGR2_OM";"true";""
"14052679";"0";"GOUK";"2019.04.17 12:06:21.851";"Sell";"USDRUB";"TOM";"63.94276";"";"2019.04.18";"";"800000";"51154208";"";"";"";"true";"GoldmanSachsLnd";"ALFN_AggregatorCoverer";"ALFN_AggregatorCoverer";"ALFN_GoldmanSachsLP";"ALFN_GoldmanSachsLP";"Exchange";"";"";"da0b2d0a-e0d8-467d-a6cc-e499c37c330b";"e23f16fc-188c-4963-ba86-022e9e22f0dd";"2";"true";"ALBKN063S0QW7QGT3L";"ALBKN063S0QW7QGT3L";"";"";"1288";"ABOT_AGR2_OM";"true";""
"14052682";"0";"JPML";"2019.04.17 12:06:23.703";"Sell";"GBPUSD";"SPOT";"1.30445";"";"2019.04.23";"";"400000";"521780";"";"";"";"true";"JPMorganLnd";"ALFN_AggregatorCoverer";"ALFN_AggregatorCoverer";"ALFN_JPMorganLP";"ALFN_JPMorganLP";"Exchange";"";"";"f2989eda-1719-49a0-8c8c-088e8308f3d0";"43b66361-6d1c-44cf-a7db-6a766de3a764";"2";"true";"AEuaLTmDwEelmT6pMThRQBA";"AEuaLTmDwEelmT6pMThRQBA";"";"";"1288";"ABOT_AGR2_OM";"true";""
"14052688";"0";"REBM";"2019.04.17 12:06:28.442";"Sell";"USDRUB";"TOM";"63.949";"";"2019.04.18";"";"15000";"959235";"";"";"";"true";"Executor_ALFA FX MSK T/O free";"AlfaBankExecutor";"AlfaBankExecutor";"REBM_OM";"RosEuroBank (Sovkom)";"Exchange";"";"";"69ee81a6-581c-4454-add4-65d667a5cfc5";"e21a5caa-6d65-49e7-a595-a82fa434bccb";"0";"true";"";"";"";"";"1333";"REBM_OM";"true";""
"14052690";"0";"REBM";"2019.04.17 12:06:28.442";"Sell";"USDRUB";"TOM";"63.949";"";"2019.04.18";"";"140000";"8952860";"";"";"";"true";"Executor_ALFA FX MSK T/O free";"AlfaBankExecutor";"AlfaBankExecutor";"REBM_OM";"RosEuroBank (Sovkom)";"Exchange";"";"";"1fb53d4f-bca6-4ab7-8897-9a6e8c191bf3";"81a10cba-a008-4ab9-8fe2-e85c6e956e0c";"0";"true";"";"";"";"";"1333";"REBM_OM";"true";""
"14052692";"0";"REBM";"2019.04.17 12:06:28.531";"Sell";"EURUSD";"TOM";"1.13106";"";"2019.04.18";"";"149000";"168527.94";"";"";"";"true";"Executor_ALFA FX MSK T/O free";"AlfaBankExecutor";"AlfaBankExecutor";"REBM_OM";"RosEuroBank (Sovkom)";"Exchange";"";"";"85fba47b-ae80-469e-a18c-1905ba8457e0";"da894a02-c2c4-4a8c-b66a-26f2653c3377";"0";"true";"";"";"";"";"1333";"REBM_OM";"true";""
"14052699";"0";"ALFN";"2019.04.17 12:06:40.876";"Sell";"USDRUB";"TOM";"63.944";"";"2019.04.18";"";"250000";"15986000";"";"";"";"true";"Matching";"AlfaBankSystem";"AlfaBank";"ALFN03_00_OM";"XRDealer(ECN)";"Exchange";"";"";"aefc6a1b-0458-41f2-898b-d2b122344ce5";"aee898f8-5c11-4a04-856c-9b6d08465cfa";"0";"true";"";"";"";"";"4292";"ALFN03_00_OM";"true";""
"14052701";"0";"CATX";"2019.04.17 12:06:40.884";"Sell";"EURUSD";"SPOT";"1.13151";"";"2019.04.23";"";"75000";"84863.25";"";"";"";"true";"Executor_Chartex PK";"AlfaBankExecutor";"AlfaBankExecutor";"CATX00_09_OM";"Chartex Sales Ltd (ALGO)";"Exchange";"";"";"a45d12f3-59da-4100-99fe-bedacc7b3455";"dfcf51ee-d6ef-4ffb-852a-bdc3751da82b";"0";"true";"";"";"";"";"2080";"CATX00_09_OM";"true";""
"14052703";"0";"GAIN";"2019.04.17 12:06:44.276";"Sell";"USDRUB";"TOM";"63.949";"";"2019.04.18";"";"36000";"2302164";"";"";"";"true";"Executor_ALFA FX + SWAPS";"AlfaBankExecutor";"AlfaBankExecutor";"GAIN";"GarantInvestBank";"Exchange";"";"";"ebaf00c7-3b2d-4edd-9007-9e439e3f6629";"8977b201-d469-40b3-a2e3-65d987ebc88c";"0";"true";"";"";"";"";"4610";"GAIN";"true";""
"14052705";"0";"ALFN";"2019.04.17 12:07:01.682";"Sell";"EURRUB";"TOD";"72.3204";"";"2019.04.17";"";"10000";"723204";"";"";"";"true";"Executor_Dealers";"AlfaBankExecutor";"AlfaBankExecutor";"ALFN02_00_OM";"AlfaForex";"Exchange";"";"";"6329b9ec-a5f8-4f92-85f8-4b5f3287d4b5";"62e0b1db-b1c4-437c-9dfb-0f5adcecc9e2";"0";"true";"";"";"";"";"4060";"ALFN02_00_OM";"true";""
"14052707";"0";"UBSL";"2019.04.17 12:07:05.699";"Sell";"USDRUB";"TOM";"63.9465";"";"2019.04.18";"";"500000";"31973250";"";"";"";"true";"Executor_ALFA FX LND T/O free";"ALFN_ExecutorLnd";"ALFN_ExecutorLnd";"UBSL09_00_OM";"ALFN_FastmatchCL_LND";"Exchange";"";"";"2fd2fc24-9596-44fc-b548-14c0e712c78a";"3b791b7d-61dc-40b4-a1df-ef3d177e1198";"0";"true";"";"";"";"";"4925";"UBSL09_00_OM";"true";""
"14052714";"0";"REBM";"2019.04.17 12:07:36.002";"Sell";"EURRUB";"TOM";"72.325";"";"2019.04.18";"";"25000";"1808125";"";"";"";"true";"Executor_ALFA FX MSK T/O free";"AlfaBankExecutor";"AlfaBankExecutor";"REBM_OM";"RosEuroBank (Sovkom)";"Exchange";"";"";"28a8a888-0ef2-4fe7-9b7e-23055dc84c3e";"902473db-d01e-428e-9e40-39fdce5beefa";"0";"true";"";"";"";"";"1333";"REBM_OM";"true";""
"14052716";"0";"UBSL";"2019.04.17 12:07:56.627";"Sell";"USDRUB";"TOM";"63.952";"";"2019.04.18";"";"200000";"12790400";"";"";"";"true";"Executor_ALFA FX LND T/O free";"ALFN_ExecutorLnd";"ALFN_ExecutorLnd";"UBSL04_00_OM";"ALFN_FastmatchCL_NY";"Exchange";"";"";"a4c45992-f5be-48f4-89cd-d13d9e57270a";"2e119c8b-3af4-4429-bc55-7ebfcfeac2ea";"0";"true";"";"";"";"";"4606";"UBSL04_00_OM";"true";""
"14052723";"0";"UBSL";"2019.04.17 12:08:19.941";"Sell";"USDRUB";"TOM";"63.9505";"";"2019.04.18";"";"200000";"12790100";"";"";"";"true";"Executor_ALFA FX LND T/O free";"ALFN_ExecutorLnd";"ALFN_ExecutorLnd";"UBSL04_00_OM";"ALFN_FastmatchCL_NY";"Exchange";"";"";"e4c00e41-66a8-49b0-a162-e7cbae668b0b";"32aef5e5-816b-4fa0-a4cd-89633def7dfe";"0";"true";"";"";"";"";"4606";"UBSL04_00_OM";"true";""
"14052735";"0";"UBSL";"2019.04.17 12:09:06.850";"Sell";"USDRUB";"TOM";"63.9522";"";"2019.04.18";"";"300000";"19185660";"";"";"";"true";"Executor_ALFA FX LND T/O free";"ALFN_ExecutorLnd";"ALFN_ExecutorLnd";"UBSL04_00_OM";"ALFN_FastmatchCL_NY";"Exchange";"";"";"9dafe028-ef9b-4ad9-b1fa-0945660a3a14";"86e5c23e-01ca-4986-a6dd-1e80ef0ee3bd";"0";"true";"";"";"";"";"4606";"UBSL04_00_OM";"true";""
"14052737";"0";"CATX";"2019.04.17 12:09:39.804";"Sell";"EURUSD";"SPOT";"1.13135";"";"2019.04.23";"";"30000";"33940.5";"";"";"";"true";"Executor_Chartex PK";"AlfaBankExecutor";"AlfaBankExecutor";"CATX00_06_OM";"Chartex Sales Ltd (ALGO)";"Exchange";"";"";"0df0c506-973a-4ee5-8e64-aeac4743e9f7";"6a2c60d8-66cf-47b4-ba3e-fd73e66d692e";"0";"true";"";"";"";"";"2077";"CATX00_06_OM";"true";""
"14052742";"0";"CATX";"2019.04.17 12:09:45.880";"Sell";"USDRUB";"TOM";"63.954";"";"2019.04.18";"";"250000";"15988500";"";"";"";"true";"Matching";"AlfaBankSystem";"AlfaBank";"CATX01_12_OM";"Chartex Sales (ALGO) ECN";"Exchange";"";"";"f56cba0e-5ee7-4fc4-bacb-737a3df8f96a";"4b02fdd0-ef9a-4ba6-ada0-b41441b71489";"0";"true";"";"";"";"";"5078";"CATX01_12_OM";"true";""
"14052744";"0";"CATX";"2019.04.17 12:09:45.880";"Sell";"USDRUB";"TOM";"63.954";"";"2019.04.18";"";"250000";"15988500";"";"";"";"true";"Matching";"AlfaBankSystem";"AlfaBank";"CATX01_12_OM";"Chartex Sales (ALGO) ECN";"Exchange";"";"";"5354ec09-80fc-4f84-904b-eaf2d032b231";"65f6b5da-1b71-4939-b2e2-a3f554c93f6f";"0";"true";"";"";"";"";"5078";"CATX01_12_OM";"true";""
"14052745";"0";"RONI";"2019.04.17 12:09:45.902";"Sell";"USDRUB";"TOM";"63.9566792";"";"2019.04.18";"";"1000000";"63956679.2";"";"";"";"true";"Executor_ALGO_Pos";"ALFN_OmegExecutor";"ALFN_OmegExecutor";"RONI01_00_OM";"Ronin Europe LTD Ldn";"Exchange";"";"";"bd0da30b-8041-4ed0-bdc9-c5cf77b539ec";"f2771633-c90b-4b28-87f4-2b056a33c3b0";"0";"true";"";"";"";"";"2259";"RONI01_00_OM";"true";""
"14052747";"0";"UBSL";"2019.04.17 12:09:46.730";"Sell";"EURUSD";"SPOT";"1.13137";"";"2019.04.23";"";"1000000";"1131370";"";"";"";"true";"Executor_ALFA FX LND T/O free";"ALFN_ExecutorLnd";"ALFN_ExecutorLnd";"UBSL04_00_OM";"ALFN_FastmatchCL_NY";"Exchange";"";"";"fb2dec4f-5495-48e0-9f23-7928acb975e6";"856d8057-125c-44f9-bc96-32ed04dcb6ee";"0";"true";"";"";"";"";"4606";"UBSL04_00_OM";"true";""
"14052749";"0";"MTBB";"2019.04.17 12:10:06.612";"Sell";"EURUSD";"TOD";"1.13076";"";"2019.04.17";"";"50000";"56538";"";"";"";"true";"Executor_ALFA FX + SWAPS";"AlfaBankExecutor";"AlfaBankExecutor";"MTBB3";"MT Bank";"Exchange";"";"";"9c0bc56a-9914-4b41-af91-6348c1d559d3";"ad0274a8-11ec-4ff2-904e-bbd481a012db";"0";"true";"";"";"";"";"2423";"MTBB3";"true";""
"14052751";"0";"LATE";"2019.04.17 12:10:35.478";"Sell";"USDRUB";"TOM";"63.9602";"";"2019.04.18";"";"50000";"3198010";"";"";"";"true";"Executor_ALFA FX + SWAPS";"AlfaBankExecutor";"AlfaBankExecutor";"LATE7";"Norvik Bank";"Exchange";"";"";"208a80d6-a2bd-4397-9ae4-177f9ad71e70";"6a37bca1-1a89-4eb4-a3cd-35ce54f7a485";"0";"true";"";"";"";"";"531";"LATE7";"true";""
"14052753";"0";"CATX";"2019.04.17 12:11:04.055";"Sell";"GBPUSD";"SPOT";"1.30434";"";"2019.04.23";"";"1000";"1304.34";"";"";"";"true";"Executor_Chartex PK";"AlfaBankExecutor";"AlfaBankExecutor";"CATX00_00_OM";"Chartex Sales Ltd (ALGO)";"Exchange";"";"";"536d63c5-5b23-4dc8-8fbd-6b8a488a24c1";"efcd1f53-14be-4d78-8cbf-fa6bf998de81";"0";"true";"";"";"";"";"1563";"CATX00_00_OM";"true";""
"14052755";"0";"ALFN";"2019.04.17 12:11:08.617";"Sell";"USDRUB";"TOM";"63.9525";"";"2019.04.18";"";"250000";"15988125";"";"";"";"true";"Matching";"AlfaBankSystem";"AlfaBank";"ALFN03_00_OM";"XRDealer(ECN)";"Exchange";"";"";"07e98122-4abf-4134-b4ab-782c5957fe60";"953e3df8-9b06-47d6-add3-6f7eab5f930f";"0";"true";"";"";"";"";"4292";"ALFN03_00_OM";"true";""
"14052757";"0";"ALFN";"2019.04.17 12:11:16.031";"Sell";"USDRUB";"TOM";"63.95";"";"2019.04.18";"";"250000";"15987500";"";"";"";"true";"Matching";"AlfaBankSystem";"AlfaBank";"ALFN03_00_OM";"XRDealer(ECN)";"Exchange";"";"";"0f617d95-12d3-4ad5-939b-9193423e87d0";"c87bd62c-fb64-4863-890a-eb9b8e918b08";"0";"true";"";"";"";"";"4292";"ALFN03_00_OM";"true";""
"14052759";"0";"TCBM";"2019.04.17 12:11:51.236";"Sell";"USDRUB";"TOD";"63.9459";"";"2019.04.17";"";"100000";"6394590";"";"";"";"true";"Executor_ALFA FX LND T/O free";"ALFN_ExecutorLnd";"ALFN_ExecutorLnd";"TCBM02_00_OM";"Transcapital Bank Lnd";"Exchange";"";"";"6ff4b264-e1c6-412c-80a6-38f6fb1ade9b";"48b3c569-af46-4cb5-9b29-53029a486ae2";"0";"true";"";"";"";"";"4966";"TCBM02_00_OM";"true";""
"14052761";"0";"ALFN";"2019.04.17 12:12:18.960";"Sell";"USDRUB";"TOM";"63.9505";"";"2019.04.18";"";"500000";"31975250";"";"";"";"true";"Matching";"AlfaBankSystem";"AlfaBank";"ALFN03_00_OM";"XRDealer(ECN)";"Exchange";"";"";"b0cd69cf-faed-4ee3-844b-0d6e1b7320d0";"ac96e967-6a51-4ed4-a708-16b64e389d85";"0";"true";"";"";"";"";"4292";"ALFN03_00_OM";"true";""
"14052762";"0";"ALFN";"2019.04.17 12:12:18.960";"Sell";"USDRUB";"TOM";"63.9505";"";"2019.04.18";"";"275071";"17590927.99";"";"";"";"true";"Matching";"AlfaBankSystem";"AlfaBank";"ALFN03_02_OM";"XRDealer(ECN)";"Exchange";"";"";"98951b0c-8e57-4858-a0ee-e7a196a28255";"3d856b54-8af0-4950-a096-efdb9f6d798e";"0";"true";"";"";"";"";"4647";"ALFN03_02_OM";"true";""
"14052765";"0";"ALFK";"2019.04.17 12:12:25.885";"Sell";"EURUSD";"TOD";"1.13075";"";"2019.04.17";"";"270000";"305302.5";"";"";"";"true";"Executor_ALFA FX LND";"ALFN_ExecutorLnd";"ALFN_ExecutorLnd";"ALFK_BBG";"AlfaBank PAO (KIEV) BBG";"Exchange";"";"";"8e35223f-4a85-4430-99be-103f7abb68aa";"f9a4e104-61ca-4e56-a789-9c26e9bed6ff";"0";"true";"";"";"";"";"5236";"ALFK_BBG";"true";""
