,AdapterTime,BidPx,AskPx
5520,2019-03-15 13:41:22.033710,1.13228,1.13236
5521,2019-03-15 13:41:22.065887,1.13229,1.13235
5522,2019-03-15 13:41:22.075379,1.13229,1.13235
5523,2019-03-15 13:41:22.105769,1.13228,1.13236
5524,2019-03-15 13:41:22.115867,1.13228,1.13236
5525,2019-03-15 13:41:22.125748,1.13228,1.13236
5526,2019-03-15 13:41:22.130741,1.13228,1.13236
5527,2019-03-15 13:41:22.165911,1.13229,1.13235
5528,2019-03-15 13:41:22.235379,1.13228,1.13235
5529,2019-03-15 13:41:22.240940,1.13228,1.13236
5530,2019-03-15 13:41:22.316005,1.13229,1.13235
5531,2019-03-15 13:41:22.370907,1.13228,1.13236
5532,2019-03-15 13:41:23.825776,1.13227,1.13236
5533,2019-03-15 13:41:23.830775,1.13227,1.13235
5534,2019-03-15 13:41:23.836109,1.13223,1.13232
5535,2019-03-15 13:41:23.841248,1.13223,1.13231
5536,2019-03-15 13:41:23.846171,1.13223,1.13231
5537,2019-03-15 13:41:23.851175,1.13224,1.1323
5538,2019-03-15 13:41:23.856178,1.13223,1.13229
5539,2019-03-15 13:41:23.861156,1.13224,1.13229
5540,2019-03-15 13:41:23.866195,1.13224,1.13229
5541,2019-03-15 13:41:23.871261,1.13224,1.1323
5542,2019-03-15 13:41:23.915779,1.13224,1.13229
5543,2019-03-15 13:41:23.920853,1.13223,1.13229
5544,2019-03-15 13:41:23.935383,1.13224,1.13229
5545,2019-03-15 13:41:23.940419,1.13224,1.13229
5546,2019-03-15 13:41:23.970377,1.13224,1.13229
5547,2019-03-15 13:41:23.975439,1.13224,1.13229
5548,2019-03-15 13:41:23.980452,1.13224,1.13229
5549,2019-03-15 13:41:24.045864,1.13224,1.13229
5550,2019-03-15 13:41:24.330810,1.13224,1.1323
5551,2019-03-15 13:41:24.380782,1.13224,1.1323
5552,2019-03-15 13:41:24.410017,1.13223,1.13231
5553,2019-03-15 13:41:24.416461,1.13223,1.13232
5554,2019-03-15 13:41:24.421418,1.13223,1.13232
5555,2019-03-15 13:41:24.426936,1.13223,1.13231
5556,2019-03-15 13:41:24.431388,1.13223,1.13231
5557,2019-03-15 13:41:24.436437,1.13223,1.13232
5558,2019-03-15 13:41:24.441446,1.13223,1.13233
5559,2019-03-15 13:41:24.446418,1.13223,1.13232
5560,2019-03-15 13:41:24.505352,1.13223,1.13233
5561,2019-03-15 13:41:24.520570,1.13223,1.13232
5562,2019-03-15 13:41:24.620373,1.13223,1.13232
5563,2019-03-15 13:41:24.773296,1.13224,1.13233
5564,2019-03-15 13:41:24.780842,1.13223,1.13232
5565,2019-03-15 13:41:24.786113,1.13224,1.13233
5566,2019-03-15 13:41:24.792740,1.13225,1.13234
5567,2019-03-15 13:41:24.797784,1.13229,1.13234
